player_id,photourl,playerurl
1,https://cdn.sofifa.com/players/158/023/21_60.png,http://sofifa.com/player/158023/lionel-messi/210005/
2,https://cdn.sofifa.com/players/020/801/21_60.png,http://sofifa.com/player/20801/c-ronaldo-dos-santos-aveiro/210005/
3,https://cdn.sofifa.com/players/200/389/21_60.png,http://sofifa.com/player/200389/jan-oblak/210005/
4,https://cdn.sofifa.com/players/192/985/21_60.png,http://sofifa.com/player/192985/kevin-de-bruyne/210005/
5,https://cdn.sofifa.com/players/190/871/21_60.png,http://sofifa.com/player/190871/neymar-da-silva-santos-jr/210005/
6,https://cdn.sofifa.com/players/188/545/21_60.png,http://sofifa.com/player/188545/robert-lewandowski/210005/
7,https://cdn.sofifa.com/players/231/747/21_60.png,http://sofifa.com/player/231747/kylian-mbappe/210005/
8,https://cdn.sofifa.com/players/212/831/21_60.png,http://sofifa.com/player/212831/alisson-ramses-becker/210005/
9,https://cdn.sofifa.com/players/209/331/21_60.png,http://sofifa.com/player/209331/mohamed-salah/210005/
10,https://cdn.sofifa.com/players/208/722/21_60.png,http://sofifa.com/player/208722/sadio-mane/210005/
11,https://cdn.sofifa.com/players/203/376/21_60.png,http://sofifa.com/player/203376/virgil-van-dijk/210005/
12,https://cdn.sofifa.com/players/192/448/21_60.png,http://sofifa.com/player/192448/marc-andre-ter-stegen/210005/
13,https://cdn.sofifa.com/players/200/145/21_60.png,http://sofifa.com/player/200145/carlos-henrique-venancio-casimiro/210005/
14,https://cdn.sofifa.com/players/192/119/21_60.png,http://sofifa.com/player/192119/thibaut-courtois/210005/
15,https://cdn.sofifa.com/players/167/495/21_60.png,http://sofifa.com/player/167495/manuel-neuer/210005/
16,https://cdn.sofifa.com/players/165/153/21_60.png,http://sofifa.com/player/165153/karim-benzema/210005/
17,https://cdn.sofifa.com/players/155/862/21_60.png,http://sofifa.com/player/155862/sergio-ramos-garcia/210005/
18,https://cdn.sofifa.com/players/153/079/21_60.png,http://sofifa.com/player/153079/sergio-aguero/210005/
19,https://cdn.sofifa.com/players/215/914/21_60.png,http://sofifa.com/player/215914/ngolo-kante/210005/
20,https://cdn.sofifa.com/players/212/622/21_60.png,http://sofifa.com/player/212622/joshua-kimmich/210005/
21,https://cdn.sofifa.com/players/211/110/21_60.png,http://sofifa.com/player/211110/paulo-dybala/210005/
22,https://cdn.sofifa.com/players/210/257/21_60.png,http://sofifa.com/player/210257/ederson-santana-de-moraes/210005/
23,https://cdn.sofifa.com/players/202/652/21_60.png,http://sofifa.com/player/202652/raheem-sterling/210005/
24,https://cdn.sofifa.com/players/202/126/21_60.png,http://sofifa.com/player/202126/harry-kane/210005/
25,https://cdn.sofifa.com/players/201/024/21_60.png,http://sofifa.com/player/201024/kalidou-koulibaly/210005/
26,https://cdn.sofifa.com/players/183/277/21_60.png,http://sofifa.com/player/183277/eden-hazard/210005/
27,https://cdn.sofifa.com/players/182/521/21_60.png,http://sofifa.com/player/182521/toni-kroos/210005/
28,https://cdn.sofifa.com/players/162/835/21_60.png,http://sofifa.com/player/162835/samir-handanovic/210005/
29,https://cdn.sofifa.com/players/233/049/21_60.png,http://sofifa.com/player/233049/jadon-sancho/210005/
30,https://cdn.sofifa.com/players/231/281/21_60.png,http://sofifa.com/player/231281/trent-alexander-arnold/210005/
31,https://cdn.sofifa.com/players/218/667/21_60.png,http://sofifa.com/player/218667/bernardo-mota-carvalho-e-silva/210005/
32,https://cdn.sofifa.com/players/216/267/21_60.png,http://sofifa.com/player/216267/andrew-robertson/210005/
33,https://cdn.sofifa.com/players/212/218/21_60.png,http://sofifa.com/player/212218/aymeric-laporte/210005/
34,https://cdn.sofifa.com/players/212/198/21_60.png,http://sofifa.com/player/212198/bruno-miguel-borges-fernandes/210005/
35,https://cdn.sofifa.com/players/209/499/21_60.png,http://sofifa.com/player/209499/fabio-henrique-tavares/210005/
36,https://cdn.sofifa.com/players/201/942/21_60.png,http://sofifa.com/player/201942/roberto-firmino-barbosa-de-oliveira/210005/
37,https://cdn.sofifa.com/players/200/104/21_60.png,http://sofifa.com/player/200104/heung-min-son/210005/
38,https://cdn.sofifa.com/players/194/765/21_60.png,http://sofifa.com/player/194765/antoine-griezmann/210005/
39,https://cdn.sofifa.com/players/193/041/21_60.png,http://sofifa.com/player/193041/keylor-navas/210005/
